name;description;price;category;mass
Seymchan Pallasite Meteorite 23.2g Slice;The Seymchan meteorite was found in 1967 in Magadanskaya oblast', Russia. These Seymchan meteorite part slices display beautiful olivine crystals. SEYMC-27;164.0;Pallasite, PMG;23.2
Bechar 003 Lunar Meteorite 0.86g;Bechar 003 151-ME-21 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.;47.3;Lunar;0.86
Campo del Cielo Meteorite 27.9g Crystal;CC-167 Campo del Cielo iron meteorite was first recorded in 1576 by Spanish explorers. However, people had known about the meteorites, and used the material in their tools and weapons;34.88;Iron, IAB-MG;27.9
Aletai Meteorite 24.2g Crystal;Aletai meteorites were found in China in 1898. The 28-ton (ALET-130) Armanty mass of Aletai is the fifth largest meteorite found on Earth’s surface.;30.25;Iron, IIIAB;24.2
Sikhote-Alin Meteorite 19.3g;Thumbprints or regmaglypts are what make iron meteorites look so distinctive in museums. Sikhote Alin individuals have this characteristic SA-2173;96.5;Iron, IIAB;19.3
NWA 11700 Meteorite 7.5g;Northwest Africa 11700 is a stone meteorite that was purchased in Morocco in 2017. NWA 11700 was studied at the University of Washington. 11700-24;15.0;H4;7.5
Aletai Meteorite 22.9g Crystal;Aletai ALET-142 meteorites were found in China in 1898. The 28-ton (62,000-pound) Armanty mass of Aletai is the fifth largest meteorite found on Earth’s surface;28.63;Iron, IIIAB;22.9
Gebel Kamil Meteorite 4.6g Cleaned;The Gebel Kamil meteorite was found in Al Wadi al Jadid, Egypt in 2009. A total of about 1600 kg of Gebel Kamil iron meteorite shrapnel was found. GEB-31;9.2;Iron, ungrouped;4.6
Dronino Oxide 5.8g;DROX-44 Nearly 3 tons of Dronino meteorite material recovered since 2000. These oxidized irons are weathering products of Dronino meteorite fragments.;5.8;Iron, ungrouped;5.8
NWA 16315 Meteorite 1.71g Slice;16315-36 When sliced and polished, the interior of NWA 16315 reveals a dark gray interior with white areas and glassy feldspathic melt.;85.5;Lunar;1.71
NWA 12925 Meteorite 3.05g;NWA 12925 consists of numerous texturally equilibrated chondrules, chromium-bearing magnetite and pentlandite. 12925-15;51.85;CK5;3.05
NWA 16315 Meteorite 3.11g Slice;When sliced and polished, the interior of NWA 16315 reveals a dark gray interior with white areas and glassy feldspathic melt. 16315-29;155.5;Lunar;3.11
Gold Basin Meteorite 37.7g;The Gold Basin meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA. GBAS-31;56.55;L4;37.7
NWA 13974 Lunar Meteorite 0.34g;NWA 13974 is a lunar meteorite that was found in Northwest Africa in 2021 in Temara and Nis classified as a feldspathic melt breccia. 13974-38;18.0;Lunar;0.34
Ajdabiya 001 Meteorite 0.59g Slice;The Ajdabiya 001 lunar meteorite was found in 2021 in Libya. The specimens total 28.8 kilograms and were studied at the University of Washington AJDA01-18;51.15;Lunar;0.59
Bechar 003 Lunar Meteorite 0.73g;151-ME-28 Bechar 003 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.;40.15;Lunar;0.73
Clarendon (c) Meteorite 3.0g;Clarendon (c) meteorites have a reddish-brown exterior and no fusion crust. The interior of this meteorite is a soft gray color CLAR-14;20.0;L4;3.0
Saffordite 5.2g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some are gemmy clear and sparkling when held to light.SAF-149;41.6;Unknown;5.2
Sikhote-Alin Meteorite 16.5g;Thumbprints or regmaglypts are what make iron meteorites look so distinctive in museums. Sikhote Alin individuals have this characteristic. SA-2174;82.5;Iron, IIAB;16.5
Bechar 003 Lunar Meteorite 0.47g;Bechar 003 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams. 151-ME-09;25.85;Lunar;0.47
Campo del Cielo Meteorite 22.2g Crystal;CC-168 A large mass of Campo del Cielo iron meteorite was first recorded in 1576 by Spanish explorers. However, people had known about the meteorites, and used the material in their tools and weapons;27.75;Iron, IAB-MG;22.2
NWA 16315 Meteorite 2.42g Slice;NWA 16315 lunar meteorite exhibits partial fusion crust and orientation. Flow lines are visible on the meteorite’s exterior. 16315-40;121.0;Lunar;2.42
Saffordite 5.1g;The surface SAF-162 of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some Saffordites are gemmy clear and sparkling when held to a light.;34.68;Unknown;5.1
NWA 11788 Lunar Meteorite 2.44g Windowed;Lunar Meteorite NWA 11788 is a Feldspathic Breccia. It was obtained in Mali. We are offering small affordable pieces of this interesting lunar meteorite -168;219.6;Lunar;2.44
Bechar 003 Lunar Meteorite 0.64g;151-ME-06 Bechar 003 has been classified as a Lunar Feldspathic Breccia meteorite and is moderately shocked. It has been assigned a low weathering state.;35.2;Lunar;0.64
NWA 11700 Meteorite 4.1g;Northwest Africa 11700 is a stone meteorite that was purchased in Morocco in 2017. NWA 11700 was studied at the University of Washington 11700-31;8.2;H4;4.1
NWA 16315 Meteorite 3.40g Slice;When sliced and polished, the interior of NWA 16315 reveals a dark gray interior with white areas and glassy feldspathic melt. 16315-23;170.0;Lunar;3.4
Clarendon (c) Meteorite 0.9g;CLAR-19 The Clarendon (c) meteorite was found in on a Texas ranch. They have a reddish-brown exterior and no fusion crust.;10.0;L4;0.9
Bechar 003 Lunar Meteorite 0.91g;Bechar 003 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams. 151-ME-29;50.05;Lunar;0.91
NWA 16315 Meteorite 1.33g Slice;16315-35;66.5;Lunar;1.33
NWA 11788 Lunar Meteorite 1.25g Windowed;Lunar Meteorite NWA 11788 is a Feldspathic Breccia.. We are offering small affordable pieces of this interesting lunar meteorite 160;112.5;Lunar;1.25
Saffordite 6.3g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some SAF-154are gemmy clear and sparkling when held to light.;50.4;Unknown;6.3
Bechar 003 Lunar Meteorite 0.35g;Bechar 003 has been classified as a Lunar Feldspathic Breccia meteorite and is moderately shocked. It has been assigned a low weathering state. 151-ME-02;19.25;Lunar;0.35
Tassédet 004 Meteorite 1.1g Slice;TAS-73 Tassedet 004 stone meteorites generally rounded stones are dark grey in external appearance sometimes showing evidence of the melt areas inside.;5.0;H5;1.1
Campo del Cielo Meteorite 28.3g Crystal;Campo del Cielo meteorites are made up of 93% iron and about 7% nickel. Scientists estimate that Campo del Cielo meteorites are about 4.5 billion years old. CC-142;35.38;Iron, IAB-MG;28.3
Gold Basin Meteorite 49.6g;GBAS-26 The Gold Basin meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA.;74.4;L4;49.6
Aguas Zarcas CM2 Meteorite 0.16g;Aguas Zarcas stones have a black matrix with Calcium Aluminum Inclusions (CAIs) and chondrules. This is the largest fall of CM-2 meteorites in recent history AZ-155;40.0;CM2;0.16
Bechar 003 Lunar Meteorite 0.68g;Bechar 003 lunar meteorite 151-ME-19 was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.;37.4;Lunar;0.68
Bechar 003 Lunar Meteorite 0.26g;Bechar 151-ME-05 003 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.;14.3;Lunar;0.26
Dronino Oxide 4.9g;Nearly 3 tons of Dronino meteorite material recovered since 2000. These oxidized irons are weathering products of Dronino meteorite fragments. DROX-52;5.0;Iron, ungrouped;4.9
Campo del Cielo Meteorite 21.9g Crystal;Campo del Cielo iron meteorite CC-148 recorded in 1576 by Spanish explorers. However, people native to the area had known about the meteorites for years;27.38;Iron, IAB-MG;21.9
Saffordite 3.4g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some Saffordites are gemmy clear and sparkling when held to a light. SAF-165;27.2;Unknown;3.4
Gold Basin Meteorite 3.3g Slice;The Gold Basin meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA. GBAS-35;25.58;L4;3.3
Clarendon (c) Meteorite 3.0g;Clarendon (c) meteorites have a reddish-brown exterior and no fusion crust. The interior of this meteorite is a soft gray color CLAR-15;20.0;L4;3.0
NWA 16315 Meteorite 1.61g Slice;16315-34 When sliced and polished, the interior of NWA 16315 reveals a dark gray interior with white areas and glassy feldspathic melt.;80.5;Lunar;1.61
Saffordite 5.5g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some are gemmy clear and sparkling when held to light.SAF-147;44.0;Unknown;5.5
Clarendon (c) Meteorite 1.7g;Clarendon (c) meteorites have a reddish-brown exterior and no fusion crust. The interior of this meteorite is a soft gray color CLAR-16;15.0;L4;1.7
NWA 10256 CR2 Meteorite 0.51g Slice;A rare CR2 10256-09 is thought to be heated at higher temperatures, compared to other carbonaceous chondrites (CI/CM) and formed in an aqueous environment.;5.0;CR2;0.51
Laâyoune 002 Lunar Meteorite 0.75g;Laâyoune 002 is classified as a Lunar Feldspathic Breccia type meteorite and has been given a low shock stage and a low weathering state. LAAY-198;56.25;Lunar;0.75
Aguas Zarcas CM2 Meteorite 0.24g;Aguas Zarcas stones have a black matrix with Calcium Aluminum Inclusions (CAIs) and chondrules. This is the largest fall of CM-2 meteorites in recent history AZ-158;60.0;CM2;0.24
Campo del Cielo Meteorite 31.1g Crystal;Campo del Cielo meteorites are made up of 93% iron and about 7% nickel. Scientists estimate that Campo del Cielo meteorites are about 4.5 billion years old.CC-143;38.88;Iron, IAB-MG;31.1
Aguas Zarcas CM2 Meteorite 0.15g;Aguas Zarcas stones have a black matrix with Calcium Aluminum Inclusions (CAIs) and chondrules. This is the largest fall of CM-2 meteorites in recent history AZ-161;37.5;CM2;0.15
Gold Basin Meteorite 1.5g End-Cut;The Gold Basin GBAS-33 meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA.;11.63;L4;1.5
Campo del Cielo Meteorite 40.2g Crystal;Campo del Cielo iron meteoriteCC-146 recorded in 1576 by Spanish explorers. However, people native to the area had known about the meteorites for years;50.25;Iron, IAB-MG;40.2
NWA 869 Meteorite 0.5g Dust;869-383 The NWA 869 meteorite can contain large metal grains, troilite inclusions, giant chondrules, armored chondrules;7.0;Unknown;0.5
NWA 16315 Meteorite 1.22g Slice;When sliced and polished, the interior of NWA 16315 reveals a dark gray interior with white areas and glassy feldspathic melt. 16315-30;61.0;Lunar;1.22
Campo del Cielo Meteorite 22.2g Crystal;Campo del Cielo iron meteorite was first recorded in 1576 by Spanish explorers. However, people native to the area had known about the meteorites for yearsCC-159;27.75;Iron, IAB-MG;22.2
Gebel Kamil Meteorite 12.9g Cleaned;GEB-26 Gebel Kamil meteorite was found in Al Wadi al Jadid, Egypt in 2009. A total of about 1600 kg of Gebel Kamil iron meteorite shrapnel was found.;25.8;Iron, ungrouped;12.9
Bechar 003 Lunar Meteorite 0.91g;Bechar 003 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.151-ME-22;50.05;Lunar;0.91
Gebel Kamil Meteorite 6.2g Cleaned;The Gebel Kamil meteorite was found in Al Wadi al Jadid, Egypt in 2009. A total of about 1600 kg of Gebel Kamil iron meteorite shrapnel was found. GEB-28;12.4;Iron, ungrouped;6.2
NWA 16315 Meteorite 0.5g Dust;16315-41 NWA 16315 lunar meteorite exhibits partial fusion crust and orientation. Flow lines are visible on the meteorite’s exterior.;20.0;Lunar;0.5
Gold Basin Meteorite 54.3g;GBAS-22 Gold Basin meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA.;81.45;L4;54.3
Muonionalusta Meteorite 11.9g;Nice affordable slices and multiple cut pieces of Muonionalusta iron meteorite from Sweden MUO-97;42.84;Iron, IVA;11.9
Clarendon (c) Meteorite 1.0g;CLAR-21 Clarendon (c) meteorites have a reddish-brown exterior and no fusion crust. The interior of this meteorite is a soft gray color;12.0;L4;1.0
Saffordite 5.3g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some Saffordites are gemmy clear and sparkling when held to a light. SAF-158;42.4;Unknown;5.3
Laâyoune 002 Lunar Meteorite 0.71g;LAAY-197 Laâyoune 002 is classified as a Lunar Feldspathic Breccia type meteorite and has been given a low shock stage and a low weathering state.;53.25;Lunar;0.71
Aguas Zarcas CM2 Meteorite 0.21g;AZ-164 Aguas Zarcas stones have a black matrix with Calcium Aluminum Inclusions (CAIs) and chondrules. This is the largest fall of CM-2 meteorites in recent history;43.0;CM2;0.21
Saffordite 4.9g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some are gemmy clear and sparkling when held to light.SAF-150;39.2;Unknown;4.9
NWA 16315 Meteorite 2.40g Slice;When sliced and polished, the interior of NWA 16315 reveals a dark gray interior with white areas and glassy feldspathic melt. 16315-21;120.0;Lunar;2.4
NWA 11788 Lunar Meteorite 2.02g Windowed;Lunar Meteorite NWA 11788 is a Feldspathic Breccia. It was obtained in Mali. We are offering small affordable pieces of this interesting lunar meteorite -166;181.8;Lunar;2.02
Laâyoune 002 Lunar Meteorite 0.56g;Laâyoune 002 iLAAY-189 s classified as a Lunar Feldspathic Breccia type meteorite and has been given a low shock stage and a low weathering state.;43.0;Lunar;0.56
Campo del Cielo Meteorite 26.0g Crystal;CC-156 Campo del Cielo iron meteorite was first recorded in 1576 by Spanish explorers. However, people native to the area had known about the meteorites for years;32.5;Iron, IAB-MG;26.0
Bechar 003 Lunar Meteorite 0.56g;151-ME-24 Bechar 003 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.;30.8;Lunar;0.56
Sericho Pallasite Individual 2.54g;Sericho pallasite meteorite was purchased in 2017 in Isiolo County, Kenya. These small pieces are skeletons of mostly only metal. SERS-229;25.4;Pallasite, PMG;2.54
NWA 11788 Lunar Meteorite 1.02g Windowed;Lunar Meteorite NWA 11788 is a Feldspathic Breccia. It was obtained in Mali. We are offering small affordable pieces of this interesting lunar meteorite. -167;91.8;Lunar;1.02
Saffordite 7.1g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some SAF-148are gemmy clear and sparkling when held to light.;56.8;Unknown;7.1
Sericho Pallasite Individual 3.70g;SERS-231 Sericho pallasite meteorite was purchased in 2017 in Isiolo County, Kenya. These small pieces are skeletons of mostly only metal.;37.0;Pallasite, PMG;3.7
Campo del Cielo Meteorite 23.0g Crystal;Campo del Cielo iron meteorite was first recorded in 1576 by Spanish explorers. However, people native to the area had known about the meteorites for yearsCC-158;28.75;Iron, IAB-MG;23.0
Gebel Kamil Meteorite 2.9g Cleaned;The Gebel Kamil meteorite was found in Al Wadi al Jadid, Egypt in 2009. A total of about 1600 kg of Gebel Kamil iron meteorite shrapnel was found. GEB-33;5.8;Iron, ungrouped;2.9
NWA 12925 Meteorite 1.13g;12925-21 NWA 12925 consists of numerous texturally equilibrated chondrules, chromium-bearing magnetite and pentlandite.;19.21;CK5;1.13
NWA 16315 Meteorite 4.60g Slice;When sliced and polished, the interior of NWA 16315 reveals a dark gray interior with white areas and glassy feldspathic melt. 16315-22;230.0;Lunar;4.6
Saffordite 4.7g;The surface of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some SAF-157 are gemmy clear and sparkling when held to light.;37.6;Unknown;4.7
Campo del Cielo Meteorite 21.4g Crystal;Campo del Cielo iron meteorite CC-145 recorded in 1576 by Spanish explorers. However, people native to the area had known about the meteorites for years;26.75;Iron, IAB-MG;21.4
NWA 11700 Meteorite 7.5g;Northwest Africa 11700 is a stone meteorite that was purchased in Morocco in 2017. NWA 11700 was studied at the University of Washington 11700-29;15.0;H4;7.5
Gold Basin Meteorite 1.6g End-Cut;The Gold Basin meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA. GBAS-34;12.4;L4;1.6
Dronino Oxide 10.3g;DROX-45 Nearly 3 tons of Dronino meteorite material recovered since 2000. These oxidized irons are weathering products of Dronino meteorite fragments.;10.3;Iron, ungrouped;10.3
Saffordite 4.9g;The surface SAF-164 of Saffordites are usually pitted with cup-shaped depressions similar to tektites. Some Saffordites are gemmy clear and sparkling when held to a light.;39.2;Unknown;4.9
NWA 11700 Meteorite 6.9g;Northwest Africa 11700 is a stone meteorite that was purchased in Morocco in 2017. NWA 11700 was studied at the University of Washington 11700-34;13.8;H4;6.9
Aletai Meteorite 10.6g Crystal;Aletai meteorites are commonly seen as slices, and can feature inclusions of troilite and schreibersite. Aletai crystals often take on fantastical, angular shapes. ALET-146;13.25;Iron, IIIAB;10.6
Bechar 003 Lunar Meteorite 0.60g;Bechar 003 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams. 151-ME-25;33.0;Lunar;0.6
Dronino Oxide 8.9g;Nearly 3 tons of Dronino meteorite material have been recovered since 2000. These oxidized irons are weathering products of Dronino meteorite fragments.DROX-42;8.9;Iron, ungrouped;8.9
Muonionalusta Meteorite 7.5g;MUO-102 Nice affordable slices and multiple cut pieces of Muonionalusta iron meteorite from Sweden;30.0;Iron, IVA;7.5
Bechar 003 Lunar Meteorite 1.04g;Bechar 003 lunar meteorite was found in 151-ME-16 on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.;57.2;Lunar;1.04
Campo del Cielo Meteorite 17.3g Crystal;Campo del Cielo iron meteorite was first recorded in 1576 by Spanish explorers. However, people native to the area had known about the meteorites for years,CC-161;21.63;Iron, IAB-MG;17.3
Gebel Kamil Meteorite 5.3g Cleaned;GEB-30 The Gebel Kamil meteorite was found in Al Wadi al Jadid, Egypt in 2009. A total of about 1600 kg of Gebel Kamil iron meteorite shrapnel was found.;10.6;Iron, ungrouped;5.3
Bechar 003 Lunar Meteorite 0.56g;Bechar 003 151-ME-20 lunar meteorite was found on March 24, 2022. Many small pieces of Bechar 003 were found which initially totaled 1522 grams.;30.8;Lunar;0.56
Gold Basin Meteorite 41.7g;The Gold Basin meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA. GBAS-25;62.55;L4;41.7
Gold Basin Meteorite 2.5g Slice;The Gold Basin meteorite is an L4 Chondrite meteorite and is found in an area popular with gold prospectors in Mohave County Arizona, USA. GBAS-37;19.38;L4;2.5
NWA 11700 Meteorite 14.2g;Northwest Africa 11700 is a stone meteorite that was purchased in Morocco in 2017. NWA 11700 was studied at the University of Washington 11700-33;28.4;H4;14.2
Dronino Oxide 17.8g;DROX-43 Nearly 3 tons of Dronino meteorite material recovered since 2000. These oxidized irons are weathering products of Dronino meteorite fragments.;17.8;Iron, ungrouped;17.8
Aletai Meteorite 12.9g Crystal;Aletai meteorites were found in China in 1898. The 28-ton ALET-137 Armanty mass of Aletai is the fifth largest meteorite found on Earth’s surface.;16.13;Iron, IIIAB;12.9
Gold Basin Meteorite 24.9g;The Gold Basin meteorite is an L4 Chondrite meteorite GBAS-29 and is found in an area popular with gold prospectors in Mohave County Arizona, USA.;31.74;L4;24.9
Dalgety Downs Meteorite 130.5g;Dalgety Downs is classified as an L4 chondrite and contains easily observed chondrules of many types. DALG-109;652.5;L4;130.5
